SNP,s_giganteum_chr_name,LG,WRC_scaffold,map_position,WRC_scaffold_length,position,accurate_pos,distance_from_origin
29382290_143986,CM021102.1,3,29382290,508816826,3499087,143986,508960812,505810701
29382290_144042,CM021102.1,3,29382290,508816826,3499087,144042,508960868,505810757
29382290_144046,CM021102.1,3,29382290,508816826,3499087,144046,508960872,505810761
29382290_144080,CM021102.1,3,29382290,508816826,3499087,144080,508960906,505810795
29382290_144101,CM021102.1,3,29382290,508816826,3499087,144101,508960927,505810816
29382290_144121,CM021102.1,3,29382290,508816826,3499087,144121,508960947,505810836
29382290_146562,CM021102.1,3,29382290,508816826,3499087,146562,508963388,505813277
29382290_146563,CM021102.1,3,29382290,508816826,3499087,146563,508963389,505813278
29382371_153689,CM021102.1,3,29382371,508816826,3554722,153689,508970515,505820404
29379857_163491,CM021102.1,3,29379857,508816827,1411066,163491,508980318,505830207
29379857_163553,CM021102.1,3,29379857,508816827,1411066,163553,508980380,505830269
29378537_176818,CM021102.1,3,29378537,508816827,732638,176818,508993645,505843534
29378537_177117,CM021102.1,3,29378537,508816827,732638,177117,508993944,505843833
29378537_222338,CM021102.1,3,29378537,508816827,732638,222338,509039165,505889054
29378537_249671,CM021102.1,3,29378537,508816827,732638,249671,509066498,505916387
29378537_249685,CM021102.1,3,29378537,508816827,732638,249685,509066512,505916401
29378537_249687,CM021102.1,3,29378537,508816827,732638,249687,509066514,505916403
29378537_249770,CM021102.1,3,29378537,508816827,732638,249770,509066597,505916486
29378418_254484,CM021102.1,3,29378418,508816827,827256,254484,509071311,505921200
29380988_331564,CM021102.1,3,29380988,508819271,717018,331564,509150835,506000724
29380988_331649,CM021102.1,3,29380988,508819271,717018,331649,509150920,506000809
29380988_331650,CM021102.1,3,29380988,508819271,717018,331650,509150921,506000810
29380988_331683,CM021102.1,3,29380988,508819271,717018,331683,509150954,506000843
29380988_331699,CM021102.1,3,29380988,508819271,717018,331699,509150970,506000859
29380988_331726,CM021102.1,3,29380988,508819271,717018,331726,509150997,506000886
29380988_331749,CM021102.1,3,29380988,508819271,717018,331749,509151020,506000909
29380988_331753,CM021102.1,3,29380988,508819271,717018,331753,509151024,506000913
29380988_331791,CM021102.1,3,29380988,508819271,717018,331791,509151062,506000951
29380988_331798,CM021102.1,3,29380988,508819271,717018,331798,509151069,506000958
29382222_358038,CM021102.1,3,29382222,508816827,521794,358038,509174865,506024754
29382222_358050,CM021102.1,3,29382222,508816827,521794,358050,509174877,506024766
29382222_358072,CM021102.1,3,29382222,508816827,521794,358072,509174899,506024788
29382371_390912,CM021102.1,3,29382371,508816826,3554722,390912,509207738,506057627
29378537_403332,CM021102.1,3,29378537,508816827,732638,403332,509220159,506070048
29378537_403351,CM021102.1,3,29378537,508816827,732638,403351,509220178,506070067
29378537_403539,CM021102.1,3,29378537,508816827,732638,403539,509220366,506070255
29380884_410231,CM021102.1,3,29380884,508820197,690864,410231,509230428,506080317
29380884_410241,CM021102.1,3,29380884,508820197,690864,410241,509230438,506080327
29380884_410281,CM021102.1,3,29380884,508820197,690864,410281,509230478,506080367
29380884_410311,CM021102.1,3,29380884,508820197,690864,410311,509230508,506080397
29380884_410359,CM021102.1,3,29380884,508820197,690864,410359,509230556,506080445
29380884_410748,CM021102.1,3,29380884,508820197,690864,410748,509230945,506080834
29380884_410790,CM021102.1,3,29380884,508820197,690864,410790,509230987,506080876
29380884_412405,CM021102.1,3,29380884,508820197,690864,412405,509232602,506082491
29380884_412467,CM021102.1,3,29380884,508820197,690864,412467,509232664,506082553
29378418_472348,CM021102.1,3,29378418,508816827,827256,472348,509289175,506139064
29382371_472536,CM021102.1,3,29382371,508816826,3554722,472536,509289362,506139251
29381613_475693,CM021102.1,3,29381613,508816825,759153,475693,509292518,506142407
29377407_481609,CM021102.1,3,29377407,508816825,1440806,481609,509298434,506148323
29380884_502903,CM021102.1,3,29380884,508820197,690864,502903,509323100,506172989
29380884_502909,CM021102.1,3,29380884,508820197,690864,502909,509323106,506172995
29380884_502927,CM021102.1,3,29380884,508820197,690864,502927,509323124,506173013
29382290_509010,CM021102.1,3,29382290,508816826,3499087,509010,509325836,506175725
29382290_509036,CM021102.1,3,29382290,508816826,3499087,509036,509325862,506175751
29382290_509129,CM021102.1,3,29382290,508816826,3499087,509129,509325955,506175844
29382371_532817,CM021102.1,3,29382371,508816826,3554722,532817,509349643,506199532
29380884_543330,CM021102.1,3,29380884,508820197,690864,543330,509363527,506213416
29380884_544193,CM021102.1,3,29380884,508820197,690864,544193,509364390,506214279
29380884_544200,CM021102.1,3,29380884,508820197,690864,544200,509364397,506214286
29379023_556163,CM021102.1,3,29379023,508820777,3651961,556163,509376940,506226829
29379023_556248,CM021102.1,3,29379023,508820777,3651961,556248,509377025,506226914
29380875_577300,CM021102.1,3,29380875,508816823,2367138,577300,509394123,506244012
29380884_580565,CM021102.1,3,29380884,508820197,690864,580565,509400762,506250651
29380988_600418,CM021102.1,3,29380988,508819271,717018,600418,509419689,506269578
29380988_600444,CM021102.1,3,29380988,508819271,717018,600444,509419715,506269604
29380884_644454,CM021102.1,3,29380884,508820197,690864,644454,509464651,506314540
29380884_644533,CM021102.1,3,29380884,508820197,690864,644533,509464730,506314619
29380884_679701,CM021102.1,3,29380884,508820197,690864,679701,509499898,506349787
29380884_679704,CM021102.1,3,29380884,508820197,690864,679704,509499901,506349790
29380884_679783,CM021102.1,3,29380884,508820197,690864,679783,509499980,506349869
29380884_679813,CM021102.1,3,29380884,508820197,690864,679813,509500010,506349899
29380884_679814,CM021102.1,3,29380884,508820197,690864,679814,509500011,506349900
29380884_679815,CM021102.1,3,29380884,508820197,690864,679815,509500012,506349901
29380884_679841,CM021102.1,3,29380884,508820197,690864,679841,509500038,506349927
29380884_679925,CM021102.1,3,29380884,508820197,690864,679925,509500122,506350011
29380884_679964,CM021102.1,3,29380884,508820197,690864,679964,509500161,506350050
29380884_680015,CM021102.1,3,29380884,508820197,690864,680015,509500212,506350101
29380884_680033,CM021102.1,3,29380884,508820197,690864,680033,509500230,506350119
29380884_680059,CM021102.1,3,29380884,508820197,690864,680059,509500256,506350145
29380884_680078,CM021102.1,3,29380884,508820197,690864,680078,509500275,506350164
29380884_680116,CM021102.1,3,29380884,508820197,690864,680116,509500313,506350202
29380884_680133,CM021102.1,3,29380884,508820197,690864,680133,509500330,506350219
29379023_681675,CM021102.1,3,29379023,508820777,3651961,681675,509502452,506352341
29379023_681677,CM021102.1,3,29379023,508820777,3651961,681677,509502454,506352343
29379023_682217,CM021102.1,3,29379023,508820777,3651961,682217,509502994,506352883
29380884_687823,CM021102.1,3,29380884,508820197,690864,687823,509508020,506357909
29380884_687855,CM021102.1,3,29380884,508820197,690864,687855,509508052,506357941
29380884_687896,CM021102.1,3,29380884,508820197,690864,687896,509508093,506357982
29380884_687910,CM021102.1,3,29380884,508820197,690864,687910,509508107,506357996
29380884_687962,CM021102.1,3,29380884,508820197,690864,687962,509508159,506358048
29378550_737848,CM021102.1,3,29378550,508820046,2616105,737848,509557894,506407783
29378550_737885,CM021102.1,3,29378550,508820046,2616105,737885,509557931,506407820
29379523_789764,CM021102.1,3,29379523,508821687,3685114,789764,509611451,506461340
29379523_790474,CM021102.1,3,29379523,508821687,3685114,790474,509612161,506462050
29379523_790530,CM021102.1,3,29379523,508821687,3685114,790530,509612217,506462106
29379023_815921,CM021102.1,3,29379023,508820777,3651961,815921,509636698,506486587
29379023_815937,CM021102.1,3,29379023,508820777,3651961,815937,509636714,506486603
29379023_815993,CM021102.1,3,29379023,508820777,3651961,815993,509636770,506486659
29379023_815994,CM021102.1,3,29379023,508820777,3651961,815994,509636771,506486660
29381860_847340,CM021102.1,3,29381860,508816825,1182195,847340,509664165,506514054
29381860_847360,CM021102.1,3,29381860,508816825,1182195,847360,509664185,506514074
29381860_847396,CM021102.1,3,29381860,508816825,1182195,847396,509664221,506514110
29381860_847407,CM021102.1,3,29381860,508816825,1182195,847407,509664232,506514121
29381860_873539,CM021102.1,3,29381860,508816825,1182195,873539,509690364,506540253
29381860_873644,CM021102.1,3,29381860,508816825,1182195,873644,509690469,506540358
29382371_907138,CM021102.1,3,29382371,508816826,3554722,907138,509723964,506573853
29377407_929923,CM021102.1,3,29377407,508816825,1440806,929923,509746748,506596637
29379523_934488,CM021102.1,3,29379523,508821687,3685114,934488,509756175,506606064
29379523_934551,CM021102.1,3,29379523,508821687,3685114,934551,509756238,506606127
29381082_946783,CM021102.1,3,29381082,508820997,5391541,946783,509767780,506617669
29378550_988043,CM021102.1,3,29378550,508820046,2616105,988043,509808089,506657978
29378550_988277,CM021102.1,3,29378550,508820046,2616105,988277,509808323,506658212
29379523_1007855,CM021102.1,3,29379523,508821687,3685114,1007855,509829542,506679431
29379523_1008192,CM021102.1,3,29379523,508821687,3685114,1008192,509829879,506679768
29380016_1038765,CM021102.1,3,29380016,508820738,6105153,1038765,509859503,506709392
29380016_1055514,CM021102.1,3,29380016,508820738,6105153,1055514,509876252,506726141
29380016_1055610,CM021102.1,3,29380016,508820738,6105153,1055610,509876348,506726237
29379523_1061144,CM021102.1,3,29379523,508821687,3685114,1061144,509882831,506732720
29377407_1084949,CM021102.1,3,29377407,508816825,1440806,1084949,509901774,506751663
29379523_1080297,CM021102.1,3,29379523,508821687,3685114,1080297,509901984,506751873
29379523_1080348,CM021102.1,3,29379523,508821687,3685114,1080348,509902035,506751924
29379023_1096630,CM021102.1,3,29379023,508820777,3651961,1096630,509917407,506767296
29379023_1096772,CM021102.1,3,29379023,508820777,3651961,1096772,509917549,506767438
29379023_1096794,CM021102.1,3,29379023,508820777,3651961,1096794,509917571,506767460
29381082_1131871,CM021102.1,3,29381082,508820997,5391541,1131871,509952868,506802757
29379523_1273413,CM021102.1,3,29379523,508821687,3685114,1273413,510095100,506944989
29379523_1273416,CM021102.1,3,29379523,508821687,3685114,1273416,510095103,506944992
29379523_1273462,CM021102.1,3,29379523,508821687,3685114,1273462,510095149,506945038
29379523_1273463,CM021102.1,3,29379523,508821687,3685114,1273463,510095150,506945039
29379523_1273498,CM021102.1,3,29379523,508821687,3685114,1273498,510095185,506945074
29379523_1273554,CM021102.1,3,29379523,508821687,3685114,1273554,510095241,506945130
29379857_1311292,CM021102.1,3,29379857,508816827,1411066,1311292,510128119,506978008
29379857_1311419,CM021102.1,3,29379857,508816827,1411066,1311419,510128246,506978135
29379857_1311861,CM021102.1,3,29379857,508816827,1411066,1311861,510128688,506978577
29379857_1311932,CM021102.1,3,29379857,508816827,1411066,1311932,510128759,506978648
29378550_1314842,CM021102.1,3,29378550,508820046,2616105,1314842,510134888,506984777
29378550_1314925,CM021102.1,3,29378550,508820046,2616105,1314925,510134971,506984860
29378550_1360254,CM021102.1,3,29378550,508820046,2616105,1360254,510180300,507030189
29378550_1360341,CM021102.1,3,29378550,508820046,2616105,1360341,510180387,507030276
29379857_1405112,CM021102.1,3,29379857,508816827,1411066,1405112,510221939,507071828
29379857_1405170,CM021102.1,3,29379857,508816827,1411066,1405170,510221997,507071886
29379857_1406428,CM021102.1,3,29379857,508816827,1411066,1406428,510223255,507073144
29379857_1406515,CM021102.1,3,29379857,508816827,1411066,1406515,510223342,507073231
29379857_1406521,CM021102.1,3,29379857,508816827,1411066,1406521,510223348,507073237
29379857_1406946,CM021102.1,3,29379857,508816827,1411066,1406946,510223773,507073662
29379857_1406951,CM021102.1,3,29379857,508816827,1411066,1406951,510223778,507073667
29379857_1406979,CM021102.1,3,29379857,508816827,1411066,1406979,510223806,507073695
29379857_1407032,CM021102.1,3,29379857,508816827,1411066,1407032,510223859,507073748
29379857_1407086,CM021102.1,3,29379857,508816827,1411066,1407086,510223913,507073802
29380016_1476754,CM021102.1,3,29380016,508820738,6105153,1476754,510297492,507147381
29380016_1476811,CM021102.1,3,29380016,508820738,6105153,1476811,510297549,507147438
29380016_1479847,CM021102.1,3,29380016,508820738,6105153,1479847,510300585,507150474
29380016_1479853,CM021102.1,3,29380016,508820738,6105153,1479853,510300591,507150480
29380016_1482070,CM021102.1,3,29380016,508820738,6105153,1482070,510302808,507152697
29378550_1493524,CM021102.1,3,29378550,508820046,2616105,1493524,510313570,507163459
29378550_1493619,CM021102.1,3,29378550,508820046,2616105,1493619,510313665,507163554
29378550_1493774,CM021102.1,3,29378550,508820046,2616105,1493774,510313820,507163709
29378550_1493815,CM021102.1,3,29378550,508820046,2616105,1493815,510313861,507163750
29381082_1503072,CM021102.1,3,29381082,508820997,5391541,1503072,510324069,507173958
29381082_1503102,CM021102.1,3,29381082,508820997,5391541,1503102,510324099,507173988
29381082_1503107,CM021102.1,3,29381082,508820997,5391541,1503107,510324104,507173993
29381082_1503118,CM021102.1,3,29381082,508820997,5391541,1503118,510324115,507174004
29381082_1503136,CM021102.1,3,29381082,508820997,5391541,1503136,510324133,507174022
29381082_1503171,CM021102.1,3,29381082,508820997,5391541,1503171,510324168,507174057
29381082_1503174,CM021102.1,3,29381082,508820997,5391541,1503174,510324171,507174060
29381082_1503190,CM021102.1,3,29381082,508820997,5391541,1503190,510324187,507174076
29381082_1503198,CM021102.1,3,29381082,508820997,5391541,1503198,510324195,507174084
29381082_1503220,CM021102.1,3,29381082,508820997,5391541,1503220,510324217,507174106
29378550_1667611,CM021102.1,3,29378550,508820046,2616105,1667611,510487657,507337546
29378550_1702249,CM021102.1,3,29378550,508820046,2616105,1702249,510522295,507372184
29378550_1702304,CM021102.1,3,29378550,508820046,2616105,1702304,510522350,507372239
29378550_1702328,CM021102.1,3,29378550,508820046,2616105,1702328,510522374,507372263
29378550_1702600,CM021102.1,3,29378550,508820046,2616105,1702600,510522646,507372535
29378550_1724207,CM021102.1,3,29378550,508820046,2616105,1724207,510544253,507394142
29377209_1773743,CM021102.1,3,29377209,508819519,3358593,1773743,510593262,507443151
29382290_1860487,CM021102.1,3,29382290,508816826,3499087,1860487,510677313,507527202
29382290_1860607,CM021102.1,3,29382290,508816826,3499087,1860607,510677433,507527322
29382290_1860664,CM021102.1,3,29382290,508816826,3499087,1860664,510677490,507527379
29382439_1903645,CM021102.1,3,29382439,508819827,2699750,1903645,510723472,507573361
29382439_1903675,CM021102.1,3,29382439,508819827,2699750,1903675,510723502,507573391
29382439_1905293,CM021102.1,3,29382439,508819827,2699750,1905293,510725120,507575009
29382439_1905325,CM021102.1,3,29382439,508819827,2699750,1905325,510725152,507575041
29378550_1907018,CM021102.1,3,29378550,508820046,2616105,1907018,510727064,507576953
29378550_1907127,CM021102.1,3,29378550,508820046,2616105,1907127,510727173,507577062
