SNP,not_fixed,ref_fixed,alt_fixed,total,not_fixed_exp,ref_fixed_exp,alt_fixed_exp,chi_sq,p.value,p.adj.BH,p.adj.bonf,p.adj.holm
29379931_361363,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29379938_396981,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29379939_4568291,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29379939_5207472,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29379954_643354,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29379958_1039143,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29379962_1722955,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29379975_1049277,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29379980_3552789,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29379980_3552815,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29379980_3552876,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29379980_3552884,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29379980_3552919,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29379987_267187,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29379993_690465,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29379993_690604,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29379996_1914543,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29379996_1914549,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29379996_1914551,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29379996_1914559,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29379996_2810214,0,3,7,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29379996_2810216,0,3,7,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29379996_2810217,0,3,7,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29379996_4303208,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29379996_4303209,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29379996_5305857,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29379996_5644932,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29379997_1464882,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29379997_811671,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29379997_949332,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29379999_116301,0,3,7,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380010_358855,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380010_391250,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380013_12845945,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380013_4442090,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380013_4528263,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380013_6548153,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380016_1482070,0,3,7,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380019_1768541,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380019_2649058,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380029_321144,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380029_722734,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380035_514105,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380041_56642,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380041_56653,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380041_56974,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380045_411103,0,3,7,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380045_573213,0,3,7,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380046_2848846,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380046_2848857,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380053_146216,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380076_82072,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380076_82081,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380093_1180053,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380112_519939,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380113_1061894,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380113_1061926,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380113_1061979,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380113_1462580,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380113_627141,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380113_627173,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380113_627200,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380113_680288,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380113_680289,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380121_2855259,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380121_2855265,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380121_5050843,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380121_5050855,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380129_350969,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380129_351105,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380139_59520,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380148_4267918,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380148_4267932,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380148_4267967,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380148_4267971,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380153_1299,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380153_1565025,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380153_265907,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380153_300743,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380153_300778,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380153_300806,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380153_300903,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380153_300935,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380153_300984,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380153_310687,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380153_310748,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380153_310763,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380153_310771,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380153_311051,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380155_1082974,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380155_1705432,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380155_514025,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380155_514072,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380155_992609,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380171_709639,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380171_709721,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380171_724410,0,3,7,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380176_1528420,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380179_1382932,0,2,8,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380184_1072368,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380184_1072419,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380184_1073514,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380194_4408606,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380194_4408772,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380194_4408775,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380194_4408784,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380194_4408785,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380196_1958587,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380199_1976918,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380199_1977877,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380206_2447816,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380212_3322691,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380217_1521091,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380217_1848783,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380217_3609026,0,10,0,10,0.625,4.6875,4.6875,11.33333333,0.003459377,0.029138508,1,1
29380217_3609029,0,10,0,10,0.625,4.6875,4.6875,11.33333333,0.003459377,0.029138508,1,1
29380217_4109787,0,2,8,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380219_466263,0,9,1,10,0.625,4.6875,4.6875,7.493333333,0.023596269,0.170967801,1,1
29380219_466825,0,9,1,10,0.625,4.6875,4.6875,7.493333333,0.023596269,0.170967801,1,1
29380219_466930,0,9,1,10,0.625,4.6875,4.6875,7.493333333,0.023596269,0.170967801,1,1
29380219_657817,0,9,1,10,0.625,4.6875,4.6875,7.493333333,0.023596269,0.170967801,1,1
29380223_2224460,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380223_2224700,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380234_28361,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380241_2217150,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380244_1540633,0,3,7,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380247_4801547,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380247_5946085,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380247_5947388,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380254_1561866,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380254_1956646,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380266_82115,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380270_876398,0,3,7,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380272_576694,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380285_210408,0,2,8,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380285_210446,0,2,8,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380294_74668,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380308_556550,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380324_1157032,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380329_248946,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380330_1573540,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380339_1686655,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380339_1686684,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380345_13906606,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380345_157296,0,2,8,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380345_169642,0,3,7,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380345_171317,0,2,8,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380345_171360,0,2,8,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380345_171382,0,2,8,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380353_350234,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380358_544192,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380377_1068314,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380377_1069140,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380377_918279,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380411_3271917,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380411_405148,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380412_466871,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380422_5618832,0,9,1,10,0.625,4.6875,4.6875,7.493333333,0.023596269,0.170967801,1,1
29380422_5618865,0,9,1,10,0.625,4.6875,4.6875,7.493333333,0.023596269,0.170967801,1,1
29380422_5630475,0,9,1,10,0.625,4.6875,4.6875,7.493333333,0.023596269,0.170967801,1,1
29380422_5827301,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380422_819738,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380434_1063970,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380446_620878,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380473_7530,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380480_163100,0,3,7,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380492_3564865,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380492_59122,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380492_7983730,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380501_502182,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380517_2566144,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380517_2684353,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380517_2684383,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380523_2965340,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380523_2966261,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380523_3082707,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380523_4311302,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380523_4316616,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380523_4475556,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380527_442951,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380527_461808,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380534_243658,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380534_243742,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380539_42624,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380546_108277,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380546_108279,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380551_1702442,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380568_1062320,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380568_1062325,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380568_1062422,0,3,7,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380568_2309997,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380572_362557,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380572_362569,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380572_422419,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380572_422506,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380574_787327,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380574_787332,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380574_787910,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380582_438406,0,3,7,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380590_82510,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380600_271189,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380600_271211,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380600_271234,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380602_1207148,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380611_175749,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380615_1123070,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380620_2798,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380620_3945439,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380620_3947819,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380620_3947878,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380620_3947883,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380620_3947892,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380620_3948349,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380620_5913491,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380654_2278663,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380697_1189182,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380697_1189237,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380697_1189283,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380697_1191655,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380697_1191892,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380697_1215300,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380702_212581,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380710_1995990,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380712_2104114,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380712_2670477,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380715_1016555,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380737_234011,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380738_1222842,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380747_1597755,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380747_1597927,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380747_1601546,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380747_1601580,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380747_1601642,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380747_1603658,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380747_1966317,0,8,2,10,0.625,4.6875,4.6875,4.506666667,0.105048479,0.485914693,1,1
29380747_408739,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380747_482138,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380750_127573,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380752_147574,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380756_24796,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380758_2104383,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380765_354619,0,6,4,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380788_1234798,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380798_2588049,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380804_3880106,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380804_3880108,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380804_3880309,0,4,6,10,0.625,4.6875,4.6875,1.093333333,0.578876185,0.856458118,1,1
29380804_3880387,0,3,7,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380805_3068116,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
29380806_1227025,0,5,5,10,0.625,4.6875,4.6875,0.666666667,0.716531311,0.856458118,1,1
29380812_242401,0,7,3,10,0.625,4.6875,4.6875,2.373333333,0.305237027,0.796070503,1,1
